age,workclass,fnlwgt,education,marital_status,occupation,relationship,race,gender,capital_gain,capital_loss,hours_per_week,native_country,education_occupation,native_country_occupation,target
0.5342465753424657,4,0.13893182651689057,0,1,10,1,0,0,0.0,0.0,0.39795918367346933,0,21,14,1
0.0273972602739726,2,0.10595414351883295,1,0,6,3,0,0,0.0,0.0,0.39795918367346933,0,22,15,0
0.5068493150684932,5,0.11404762228168594,5,1,11,1,2,0,0.0,0.0,0.6020408163265305,6,23,16,1
0.30136986301369856,2,0.24108270737968787,1,2,1,0,0,0,0.0,0.0,0.8061224489795917,0,7,1,0
0.4383561643835617,2,0.12298189375314109,1,1,6,1,0,0,0.0,0.0,0.39795918367346933,0,22,15,0
0.0821917808219178,4,0.12117738145366133,6,0,12,0,0,0,0.0,0.0,0.520408163265306,0,24,17,0
0.0410958904109589,2,0.17232175602070063,5,0,5,3,1,0,0.0,0.0,0.43877551020408156,0,25,7,0
0.3835616438356165,2,0.2544484589994703,0,2,1,3,0,0,0.0,0.3232323232323232,0.39795918367346933,0,1,1,0
0.1780821917808219,3,0.03237255674332052,5,1,0,3,0,0,0.0,0.0,0.39795918367346933,0,26,0,0
0.0684931506849315,0,0.20322122763885306,5,1,4,1,1,0,0.0,0.0,0.14285714285714282,0,27,12,0
0.4246575342465753,2,0.15628760815528178,2,0,9,4,0,0,0.0,0.0,0.39795918367346933,7,28,18,0
0.0547945205479452,2,0.12558577036443405,5,0,9,3,0,0,0.0,0.0,0.39795918367346933,0,29,11,0
0.0273972602739726,2,0.36117819643851623,1,5,0,2,0,1,0.0,0.0,0.24489795918367346,0,30,0,0
0.1917808219178082,2,0.04881012211189742,5,1,5,1,0,0,0.0,0.0,0.37755102040816324,4,25,19,1
0.4246575342465753,1,0.17195637114410292,6,1,3,1,0,0,0.0,0.0,0.39795918367346933,0,31,5,0
0.1917808219178082,2,0.33658195351869713,4,1,9,1,0,0,0.0,0.0,0.42857142857142855,0,32,11,0
0.4931506849315069,1,0.051765800518873695,0,1,3,1,0,0,0.0,0.0,0.39795918367346933,0,4,5,0
0.0958904109589041,2,0.10914141345539996,0,1,10,1,0,0,0.0,0.0,0.5,0,21,14,0
0.4383561643835617,2,0.055930373127232716,1,4,0,4,0,1,0.0,0.0,0.39795918367346933,0,30,0,0
0.1095890410958904,2,0.18859768272639602,1,0,2,0,0,0,0.0,0.0,0.346938775510204,0,2,2,0
0.547945205479452,3,0.22113934882710098,0,1,3,1,1,0,0.0,0.0,0.39795918367346933,0,4,5,1
0.4931506849315069,2,0.08969994974260062,1,1,9,1,0,0,0.0,0.0,0.37755102040816324,0,14,11,0
0.3698630136986301,2,0.07882873093275017,3,2,1,4,0,1,0.0,0.0,0.39795918367346933,0,5,1,0
0.32876712328767127,0,0.060660681055677054,7,1,6,1,0,0,0.0,0.0,0.39795918367346933,0,11,15,0
0.1643835616438356,2,0.1760238247239239,7,0,3,0,0,0,0.0,0.0,0.42857142857142855,0,33,5,0
0.1095890410958904,2,0.0135762893739558,5,1,1,2,4,1,0.0,0.0,0.39795918367346933,0,9,1,0
0.0136986301369863,2,0.14579467814889774,1,0,4,3,0,1,0.0,0.0,0.2959183673469387,4,17,20,0
0.41095890410958896,2,0.02686054250825172,10,1,3,2,0,1,0.0,0.43663911845730025,0.6020408163265305,8,34,21,1
0.4520547945205479,3,0.16252156314095165,0,2,1,0,0,0,0.0,0.0,0.5510204081632653,0,1,1,1
0.41095890410958896,6,0.06624943969791228,1,2,1,0,0,0,0.0,0.0,0.6020408163265305,0,7,1,0
0.35616438356164376,2,0.15329050135151656,5,1,10,1,0,0,0.0,0.0,0.39795918367346933,0,35,14,1
0.3972602739726027,2,0.13880618301843226,11,1,9,1,0,0,0.0,0.0,0.39795918367346933,5,36,22,0
0.2465753424657534,2,0.0299282813327719,7,1,4,1,0,0,0.0,0.0,0.39795918367346933,7,37,23,0
0.32876712328767127,2,0.0917448825742655,1,1,0,1,0,0,0.0,0.0,0.47959183673469385,0,30,0,0
0.1780821917808219,2,0.1194367096344793,1,1,9,1,0,0,0.05013050130501305,0.0,0.39795918367346933,0,14,11,0
0.1780821917808219,2,0.032063541652517624,0,1,5,1,0,0,0.024070240702407025,0.0,0.39795918367346933,0,38,7,0
0.2054794520547945,5,0.1912844161312669,8,3,11,0,0,0,0.0,0.0,0.39795918367346933,4,39,24,0
0.4246575342465753,2,0.09328520394995993,1,1,7,1,0,0,0.0,0.0,0.39795918367346933,0,40,13,0
0.3424657534246575,2,0.0708676872088127,9,1,3,1,0,0,0.0,0.0,0.44897959183673464,0,16,5,1
0.1643835616438356,2,0.06337390146833105,5,2,10,0,0,0,0.0,0.0,0.5816326530612245,0,35,14,0
0.2602739726027397,2,0.0972901753575746,1,1,6,1,0,0,0.0,0.0,0.39795918367346933,0,22,15,0
0.1506849315068493,2,0.11606063487320194,5,2,0,0,0,1,0.0,0.0,0.39795918367346933,0,26,0,0
0.4931506849315069,2,0.10700819059779139,1,1,0,2,0,1,0.0,0.0,0.39795918367346933,0,30,0,1
0.4383561643835617,6,0.1218375191861018,5,1,1,1,0,0,0.0,0.0,0.5,0,9,1,1
0.1095890410958904,5,0.12794990559758765,5,0,11,3,0,0,0.0,0.0,0.39795918367346933,0,23,25,0
0.0273972602739726,2,0.06059684057537931,5,0,3,3,0,0,0.0,0.0,0.31632653061224486,0,41,5,0
0.1917808219178082,2,0.20217668871653469,0,4,5,3,1,1,0.0,0.0,0.39795918367346933,0,38,7,0
0.1643835616438356,1,0.10188193586069193,0,1,5,1,0,0,0.0,0.0,0.7040816326530611,0,38,7,1
0.0821917808219178,2,0.13541856263837765,5,0,9,0,0,0,0.0,0.0,0.39795918367346933,0,29,11,0
0.8493150684931505,2,0.07637698482769863,5,1,3,5,0,0,0.0,0.0,0.19387755102040813,0,41,5,0
0.136986301369863,2,0.13694190516292906,1,0,4,3,0,0,0.0,0.0,0.39795918367346933,5,17,26,0
0.3150684931506849,2,0.013534860977166841,6,1,0,1,0,0,0.0,0.0,0.39795918367346933,0,42,0,0
0.6849315068493149,5,0.13615272816180166,12,1,11,1,0,0,0.0,0.0,0.01020408163265306,0,43,25,0
0.0136986301369863,2,0.20194577634098967,2,0,4,3,0,1,0.0,0.0,0.21428571428571425,0,44,12,0
0.1917808219178082,4,0.07718042406378615,8,1,8,1,0,0,0.0,0.0,0.39795918367346933,0,45,10,0
0.0136986301369863,2,0.2951291071840915,1,0,5,0,0,0,0.0,0.0,0.2959183673469387,0,46,7,0
0.4794520547945205,2,0.17945287350076744,0,1,4,1,0,0,0.0,0.0,0.39795918367346933,1,47,27,0
0.3972602739726027,2,0.026713166080330343,1,1,4,2,0,1,0.0,0.0,0.39795918367346933,0,17,12,0
0.5753424657534245,2,0.10027845315874546,1,1,5,1,0,0,0.0,0.0,0.47959183673469385,0,46,7,0
0.3698630136986301,2,0.2250078102715258,1,2,6,0,0,1,0.14344143441434415,0.0,0.39795918367346933,0,22,15,1
0.4931506849315069,2,0.22681571834123418,1,2,5,3,0,1,0.0,0.0,0.346938775510204,0,46,7,0
0.4383561643835617,4,0.17382879884815475,1,1,12,1,0,0,0.0,0.0,0.39795918367346933,0,48,17,1
0.2191780821917808,2,0.12888034664022494,3,1,3,1,0,0,0.0,0.0,0.5,0,8,5,0
0.1780821917808219,2,0.02855774846850763,4,0,5,0,0,0,0.0,0.0,0.39795918367346933,0,49,7,0
0.35616438356164376,3,0.2706985778514283,9,0,3,0,0,1,0.0,0.0,0.5,0,16,5,1
0.547945205479452,2,0.16142948343543284,7,1,3,1,0,0,0.0,0.0,0.39795918367346933,0,33,5,0
0.27397260273972607,2,0.1863904320778039,5,2,6,4,0,1,0.0,0.0,0.39795918367346933,0,50,15,0
0.1506849315068493,2,0.1360196139688404,5,2,9,4,1,1,0.0,0.0,0.24489795918367346,0,29,11,0
0.1780821917808219,2,0.07162494396979123,1,1,5,2,2,1,0.0,0.3611111111111111,0.346938775510204,4,46,19,0
0.2328767123287671,4,0.1453464364787221,0,1,12,1,0,0,0.0,0.0,0.39795918367346933,0,51,17,1
0.1643835616438356,4,0.07015661292294319,5,0,2,0,0,0,0.0,0.0,0.5,0,52,2,0
0.4246575342465753,1,0.12156314095163065,9,1,3,1,0,0,0.0,0.43663911845730025,0.6020408163265305,0,16,5,1
0.27397260273972607,2,0.1293095719971204,5,1,5,1,0,0,0.0,0.0,0.47959183673469385,0,25,7,1
0.4246575342465753,2,0.10785645400089648,6,2,1,4,0,1,0.0,0.0,0.39795918367346933,9,53,28,0
0.2054794520547945,3,0.1610437239374635,1,0,4,3,1,0,0.0,0.0,0.39795918367346933,0,17,12,0
0.8082191780821917,2,0.0760014126404151,3,1,1,1,0,0,0.0,0.0,0.39795918367346933,0,5,1,1
0.3698630136986301,2,0.1263206150419038,0,1,1,1,0,0,0.15024150241502415,0.0,0.6020408163265305,0,1,1,1
0.41095890410958896,1,0.09292932723000231,3,0,3,0,0,1,0.0,0.0,0.5,0,8,5,0
0.0410958904109589,2,0.11954129935752028,5,0,10,3,0,1,0.0,0.0,0.39795918367346933,0,35,14,0
0.1643835616438356,2,0.061902853805300126,1,0,6,0,0,0,0.0,0.0,0.39795918367346933,0,22,15,0
0.2054794520547945,6,0.20739666671194362,1,1,6,1,0,0,0.07688076880768807,0.0,0.39795918367346933,0,22,15,1
0.0,5,0.19871232392931365,12,0,11,3,0,1,0.3409534095340953,0.0,0.31632653061224486,0,43,25,0
0.1780821917808219,2,0.12402439521332229,2,0,2,3,0,0,0.0,0.0,0.39795918367346933,0,3,2,0
0.1917808219178082,4,0.12019668301164071,1,0,0,0,0,1,0.0,0.0,0.39795918367346933,0,30,0,0
0.3424657534246575,2,0.07634166881732114,1,1,2,1,0,0,0.0,0.0,0.39795918367346933,0,2,2,0
0.0958904109589041,2,0.28530650222083376,0,0,5,5,0,0,0.0,0.0,0.39795918367346933,0,38,7,0
0.2876712328767123,2,0.036021651430977575,10,1,3,1,0,0,0.0,0.0,0.39795918367346933,0,34,5,1
0.5342465753424657,1,0.21958408606240068,1,1,4,1,0,0,0.0,0.4331955922865014,0.5,10,17,29,1
0.1506849315068493,2,0.24828785265073824,5,1,5,2,0,1,0.04064040640406404,0.0,0.24489795918367346,0,25,7,0
0.2602739726027397,2,0.061517094307330794,1,0,9,3,0,1,0.0,0.0,0.39795918367346933,0,14,11,0
0.4931506849315069,2,0.056615639559364855,4,1,2,1,0,0,0.0,0.0,0.5,0,54,2,0
0.5342465753424657,6,0.19750139226579375,5,1,5,1,0,0,0.0,0.0,0.5,0,25,7,0
0.4383561643835617,4,0.1257019057062523,7,1,6,1,1,0,0.0,0.0,0.39795918367346933,0,11,15,1
0.5205479452054793,2,0.15978253487456026,5,1,5,1,0,0,0.0,0.0,0.5612244897959183,0,25,7,0
0.0684931506849315,2,0.061359530568723605,1,0,6,0,0,0,0.0,0.0,0.4081632653061224,0,22,15,0
0.0547945205479452,2,0.12742967359856563,5,0,4,3,0,1,0.0,0.0,0.39795918367346933,0,27,12,0
0.3150684931506849,2,0.07237608834435827,0,1,1,1,0,0,0.0,0.0,0.6020408163265305,0,1,1,0
0.1780821917808219,2,0.04404857309734994,0,0,1,3,1,0,0.0,0.0,0.39795918367346933,11,1,30,0
0.1643835616438356,0,0.1736624061069532,0,1,3,1,0,0,0.0,0.0,0.5,0,4,5,1
0.0273972602739726,2,0.19649352766194428,5,0,4,3,1,0,0.0,0.0,0.346938775510204,0,27,12,0
0.41095890410958896,2,0.18713614322000516,0,1,1,2,0,1,0.0,0.0,0.39795918367346933,0,1,1,1
0.0410958904109589,2,0.06751606199318129,5,0,0,3,0,1,0.0,0.39462809917355374,0.2755102040816326,0,26,0,0
0.1917808219178082,2,0.0697165211013162,6,1,0,1,0,0,0.0,0.0,0.39795918367346933,0,42,0,1
0.2465753424657534,5,0.07947460643023051,1,1,11,1,0,0,0.0,0.0,0.39795918367346933,0,55,25,0
0.30136986301369856,2,0.24004971407614675,5,2,6,0,0,0,0.0,0.0,0.39795918367346933,0,50,15,0
0.1506849315068493,2,0.03893997636543921,6,0,5,0,0,1,0.0,0.0,0.6020408163265305,0,10,7,0
0.0958904109589041,2,0.021079583271077548,1,0,4,0,0,1,0.0,0.40449954086317724,0.39795918367346933,0,17,12,0
0.2876712328767123,1,0.0738240447698347,1,1,6,1,0,0,0.04386043860438604,0.0,0.346938775510204,0,22,15,0
0.27397260273972607,2,0.16429890927860258,0,1,5,1,0,0,0.0,0.0,0.5,0,38,7,0
0.3972602739726027,2,0.09094551826245229,6,2,10,0,1,1,0.0,0.0,0.3571428571428571,0,56,14,0
0.2876712328767123,3,0.07718449898806047,3,1,3,1,0,0,0.0,0.0,0.39795918367346933,12,8,31,1
0.35616438356164376,1,0.030314040830741226,1,1,6,1,0,0,0.0,0.0,0.6020408163265305,0,22,15,0
0.136986301369863,2,0.10244495456459435,7,1,0,2,0,1,0.0,0.0,0.346938775510204,0,57,0,0
0.0410958904109589,2,0.014958367856997326,5,0,5,3,0,0,0.0,0.0,0.19387755102040813,0,25,7,0
0.4383561643835617,2,0.04732888713818068,5,1,6,1,2,0,0.0,0.0,0.39795918367346933,0,50,15,1
0.6027397260273972,6,0.036897760149957215,1,1,6,1,0,0,0.0,0.0,0.39795918367346933,0,22,15,0
0.136986301369863,2,0.14975142961926624,5,0,5,3,0,1,0.0,0.0,0.39795918367346933,0,25,7,0
0.0273972602739726,2,0.20685877670773287,5,0,4,3,0,0,0.0,0.0,0.2959183673469387,5,27,26,0
0.3835616438356165,2,0.12516741147227015,7,0,3,0,0,1,0.0,0.3590449954086318,0.39795918367346933,0,33,5,1
0.726027397260274,2,0.06322312927018106,5,0,10,5,0,0,0.0,0.0,0.39795918367346933,0,35,14,0
0.1917808219178082,2,0.11785292239985873,1,0,7,4,1,1,0.0,0.0,0.2959183673469387,0,40,13,0
0.0684931506849315,2,0.11076255416253515,5,1,4,1,0,0,0.0,0.0,0.2346938775510204,0,27,12,0
0.2602739726027397,2,0.0652042216215482,1,6,4,4,0,1,0.0,0.0,0.2346938775510204,0,17,12,0
0.6438356164383561,2,0.11474103856236673,2,1,6,1,0,0,0.0,0.5002295684113865,0.39795918367346933,0,58,15,0
0.35616438356164376,5,0.11027899648198204,5,2,11,0,0,1,0.0,0.0,0.39795918367346933,0,23,25,0
0.41095890410958896,4,0.11798535743877428,5,2,0,4,0,1,0.0,0.0,0.37755102040816324,5,26,32,0
0.2328767123287671,2,0.12625337879137746,1,0,0,0,0,1,0.0,0.0,0.39795918367346933,0,30,0,0
0.2191780821917808,2,0.10236073946292498,0,0,1,5,2,1,0.0,0.0,0.39795918367346933,13,1,33,0
0.0547945205479452,2,0.1927934964208582,1,0,6,3,0,0,0.0,0.0,0.346938775510204,0,22,15,0
0.4794520547945205,5,0.16341668817321145,1,2,11,0,0,0,0.0,0.0,0.44897959183673464,0,55,25,1
0.4246575342465753,2,0.11914399424077371,1,1,6,1,0,0,0.0,0.0,0.4591836734693877,0,22,15,0
0.0821917808219178,2,0.1373636598253216,0,0,2,0,0,0,0.0,0.0,0.39795918367346933,0,59,2,0
0.7397260273972601,1,0.32731014248651885,5,4,5,4,1,0,0.0,0.41689623507805323,0.01020408163265306,0,25,7,0
0.1643835616438356,2,0.1217383626954266,1,2,6,0,0,0,0.0,0.0,0.6020408163265305,0,22,15,0
0.3424657534246575,2,0.1468134092174787,0,4,4,5,1,0,0.0,0.0,0.5,0,47,12,0
0.6986301369863013,5,0.01767973811819997,13,2,11,0,0,1,0.0,0.0,0.19387755102040813,0,60,25,0
0.1095890410958904,2,0.16331413591230765,1,0,4,4,0,1,0.0,0.0,0.39795918367346933,0,17,12,0
0.3698630136986301,6,0.044884611727632064,3,2,1,4,2,1,0.0,0.0,0.39795918367346933,0,5,1,0
0.1506849315068493,2,0.051706714116895994,1,0,1,0,2,1,0.0,0.0,0.39795918367346933,9,7,28,0
0.3835616438356165,1,0.12822088806183018,3,1,5,1,0,0,0.0,0.0,0.39795918367346933,0,61,7,1
0.2602739726027397,2,0.1323481071976746,5,2,4,4,0,1,0.0,0.0,0.39795918367346933,5,27,26,0
0.30136986301369856,3,0.15158718300484916,6,0,1,0,0,0,0.0,0.0,0.4183673469387755,0,53,1,0
0.3972602739726027,0,0.06135681395254072,3,6,12,4,0,0,0.0,0.0,0.39795918367346933,0,62,17,0
0.0136986301369863,2,0.009197783241194768,2,0,2,3,0,0,0.0,0.0,0.1530612244897959,0,3,2,0
0.6712328767123288,4,0.028891892259002183,7,6,3,0,0,1,0.0,0.0,0.19387755102040813,0,33,5,0
0.136986301369863,2,0.07651892802325423,1,0,4,0,0,0,0.0,0.45454545454545453,0.39795918367346933,0,17,12,0
0.1506849315068493,0,0.11072927561429484,1,1,12,1,0,0,0.0,0.0,0.39795918367346933,0,48,17,0
0.46575342465753417,2,0.05689748848833892,5,1,5,1,0,0,0.0,0.45385674931129477,0.39795918367346933,0,25,7,1
0.136986301369863,2,0.2823548987381318,0,0,6,0,0,0,0.0,0.0,0.5,0,63,15,0
0.1506849315068493,0,0.0932743374852284,0,1,3,1,0,0,0.0,0.0,0.39795918367346933,0,4,5,1
0.136986301369863,2,0.16403539750886298,1,3,5,4,0,1,0.0,0.0,0.24489795918367346,0,46,7,0
0.0547945205479452,2,0.20420192608087367,1,0,6,3,1,0,0.0,0.0,0.39795918367346933,0,22,15,0
0.2328767123287671,2,0.32021569932492094,1,0,2,0,1,0,0.0,0.0,0.39795918367346933,0,2,2,0
0.0136986301369863,2,0.11657339617772103,1,0,4,3,0,0,0.0,0.0,0.11224489795918367,0,17,12,0
0.2191780821917808,2,0.016971380448513332,0,1,3,1,0,0,0.0,0.0,0.6530612244897959,0,4,5,0
0.3698630136986301,4,0.11481710381548743,5,1,1,1,1,0,0.0,0.0,0.37755102040816324,0,9,1,1
0.35616438356164376,2,0.06947406310699393,5,2,0,0,0,1,0.0,0.0,0.39795918367346933,0,26,0,0
0.1780821917808219,2,0.42206503579141824,5,0,6,0,1,0,0.0,0.0,0.44897959183673464,0,50,15,0
0.3150684931506849,2,0.18614593662134446,8,1,9,1,0,0,0.0,0.0,0.39795918367346933,5,64,22,1
0.27397260273972607,3,0.011388734192689586,5,1,0,1,0,0,0.0,0.0,0.4183673469387755,0,26,0,1
0.2328767123287671,2,0.19813979706877113,1,1,0,1,1,0,0.0,0.0,0.39795918367346933,0,30,0,0
0.32876712328767127,1,0.08886323195827278,0,2,1,0,0,1,0.0,0.0,0.39795918367346933,0,1,1,0
0.4931506849315069,5,0.08341369989541028,0,2,11,0,0,1,0.0,0.0,0.5,0,65,25,0
0.1917808219178082,2,0.05952309802909496,3,1,3,2,0,1,0.0,0.0,0.5,0,8,5,0
0.5616438356164384,0,0.0660694638757963,9,1,3,1,0,0,0.0,0.0,0.0,0,16,5,1
0.2876712328767123,2,0.09707624183317261,5,2,9,0,1,1,0.0,0.0,0.2755102040816326,0,29,11,0
0.0958904109589041,2,0.10002716616182883,5,1,9,1,0,0,0.0,0.0,0.39795918367346933,0,29,11,0
0.32876712328767127,4,0.3474721886418278,0,1,6,1,1,0,0.0,0.0,0.39795918367346933,0,63,15,0
0.41095890410958896,2,0.07379280368373155,5,1,10,1,0,0,0.0,0.0,0.44897959183673464,0,35,14,0
0.32876712328767127,3,0.08046277556675405,0,1,10,1,0,0,0.0,0.0,0.2346938775510204,0,21,14,0
0.0821917808219178,2,0.12571277217098384,11,1,7,5,0,0,0.0,0.0,0.39795918367346933,5,66,9,0
0.2602739726027397,2,0.05914684668776572,5,2,6,0,0,0,0.0,0.0,0.39795918367346933,0,50,15,0
0.3150684931506849,3,0.03022914657502615,3,0,1,0,0,1,0.14084140841408413,0.0,0.5510204081632653,0,5,1,1
0.2465753424657534,2,0.08605357167112644,3,1,3,5,0,0,0.07298072980729807,0.0,0.39795918367346933,0,8,5,1
0.0958904109589041,1,0.014015022887491341,1,0,5,0,0,0,0.0,0.0,0.39795918367346933,0,46,7,0
0.1232876712328767,2,0.2614960405319135,3,0,3,0,0,1,0.0,0.43067033976124885,0.39795918367346933,0,8,5,0
0.0273972602739726,5,0.10755626791268796,1,0,11,3,0,0,0.0,0.0,0.39795918367346933,14,55,34,0
0.46575342465753417,2,0.16777685714673804,0,1,1,1,0,0,0.0,0.0,0.5,0,1,1,1
0.3424657534246575,4,0.1647165890167208,5,0,3,0,0,1,0.0,0.3076216712580349,0.39795918367346933,0,41,5,0
0.27397260273972607,0,0.024399288246560083,1,2,0,4,0,1,0.0,0.0,0.346938775510204,0,30,0,0
0.0136986301369863,2,0.08684954021271105,2,0,5,3,0,1,0.0,0.0,0.39795918367346933,0,15,7,0
0.2602739726027397,2,0.07910243001317559,0,1,4,1,1,0,0.07298072980729807,0.0,0.3571428571428571,0,47,12,1
0.2465753424657534,2,0.0162895097866098,1,2,6,0,0,0,0.0,0.0,0.6020408163265305,0,22,15,0
0.5616438356164384,6,0.1346613058773991,1,1,5,2,0,1,0.15024150241502415,0.0,0.346938775510204,0,46,7,1
0.0,2,0.03605153420898928,2,0,5,3,0,1,0.0,0.0,0.11224489795918367,0,15,7,0
0.3698630136986301,4,0.10096168212874045,1,1,7,1,1,0,0.0,0.0,0.39795918367346933,0,40,13,0
0.27397260273972607,2,0.13316377120658507,1,1,6,1,0,0,0.0,0.0,0.39795918367346933,0,22,15,1
0.2465753424657534,2,0.09610369323970064,5,0,5,0,3,1,0.0,0.0,0.39795918367346933,0,25,7,0
0.5890410958904109,2,0.04993819698183942,1,1,6,1,2,0,0.0,0.0,0.39795918367346933,0,22,15,0
0.5068493150684932,6,0.07683405550046862,8,1,9,1,0,0,0.0,0.0,0.39795918367346933,0,64,11,1
0.27397260273972607,2,0.4235394792246778,0,0,1,0,1,0,0.0,0.0,0.6020408163265305,0,1,1,1
0.4520547945205479,2,0.2044498173075617,6,2,5,0,0,1,0.0,0.0,0.39795918367346933,0,10,7,0
0.2876712328767123,2,0.11567623368332405,0,1,5,1,0,0,0.0,0.0,0.5,15,38,35,0
0.3835616438356165,2,0.06597913638771546,0,1,3,1,0,0,0.0,0.0,0.5510204081632653,0,4,5,0
0.1095890410958904,2,0.16484359082327055,12,0,6,0,0,0,0.0,0.0,0.39795918367346933,0,67,15,0
0.1917808219178082,2,0.1260340120346097,5,1,2,1,0,0,0.0,0.0,0.39795918367346933,0,52,2,0
0.6438356164383561,5,0.11910392415207618,13,2,11,0,0,0,0.0,0.0,0.39795918367346933,0,60,25,0
1.0,2,0.026798739490091143,1,0,4,0,1,0,0.0,0.5064279155188246,0.39795918367346933,0,17,12,0
0.5068493150684932,2,0.11165020850029204,1,1,0,1,1,0,0.0,0.0,0.19387755102040813,0,30,0,0
0.4931506849315069,4,0.08698197525162657,14,0,9,0,0,1,0.0,0.0,0.346938775510204,0,68,11,0
0.0136986301369863,2,0.15690360087475042,1,0,5,3,0,1,0.0,0.0,0.39795918367346933,0,46,7,0
0.5890410958904109,5,0.00810230776544736,12,2,11,0,3,1,0.0,0.0,0.09183673469387754,0,43,25,0
0.6712328767123288,1,0.1055418970130805,1,1,8,1,0,0,0.014090140901409014,0.0,0.5,0,13,10,0
0.7945205479452053,2,0.20505290610016164,7,6,0,0,0,1,0.0,0.0,0.19387755102040813,16,57,36,0
0.6575342465753424,2,0.11172831121554991,1,2,0,0,0,1,0.0,0.0,0.39795918367346933,0,30,0,0
0.2465753424657534,2,0.35743741595468687,2,4,7,0,1,0,0.036740367403674035,0.0,0.39795918367346933,0,19,13,0
0.32876712328767127,2,0.08022371334266039,1,2,5,4,1,1,0.0,0.0,0.37755102040816324,0,46,7,0
0.1095890410958904,2,0.10013922657937274,5,0,0,0,0,0,0.0,0.0,0.4183673469387755,0,26,0,0
0.2191780821917808,2,0.06702775023430815,5,2,6,5,4,1,0.0,0.0,0.39795918367346933,0,50,15,0
0.1506849315068493,2,0.04375721601173578,10,0,3,0,0,0,0.0,0.0,0.5510204081632653,0,34,5,1
0.5753424657534245,0,0.17414528463346057,1,1,4,1,0,0,0.0,0.0,0.39795918367346933,0,17,12,0
0.3150684931506849,0,0.10746933619483572,5,0,0,0,0,1,0.0,0.0,0.37755102040816324,0,26,0,0
0.32876712328767127,2,0.11399804403634833,0,1,1,1,0,0,0.0,0.0,0.5,12,1,37,1
0.2876712328767123,4,0.06981092351367137,3,1,1,1,0,0,0.0,0.0,0.7040816326530611,0,5,1,1
0.0821917808219178,2,0.07007036035913666,1,0,7,3,0,0,0.0,0.0,0.39795918367346933,0,40,13,0
0.3150684931506849,2,0.22792749351407887,0,1,3,1,0,0,0.0,0.0,0.39795918367346933,0,4,5,1
0.32876712328767127,1,0.124771464663615,1,1,4,2,0,1,0.0,0.0,0.19387755102040813,0,17,12,0
